Pais,Anio,Emisiones_de_CO2,Consumo_energia,Produccion_energia,PBI,Poblacion,Intencidad_per_capita,Intensidad_por_PBI
Dominica,1998,0.08116,0.0014969891037,0.000275319,0.611632,70.183,21.329796442158358,2.4475323457569256
Dominica,1999,0.0843,0.00154892722,0.000327232,0.613798,69.828,22.182036145958644,2.5235129798402736
Dominica,2000,0.0843,0.0018059825699999991,0.000326432,0.628162,69.65,25.929397989949734,2.8750267765321671
Dominica,2001,0.07958,0.0019334836700000012,0.000278991,0.627761,69.671,27.751627937018288,3.0799678062192477
Dominica,2002,0.1,0.0018220921949999996,0.00030519,0.610008,69.84,26.089521692439856,2.9869972115119796
Dominica,2003,0.1,0.0020327550299999997,0.000293625,0.648763,70.102,28.99710464751362,3.1332783003962921
Dominica,2004,0.1,0.00240821,0.000340544,0.668554,70.387,34.213846306846435,3.6021174056246767
Dominica,2005,0.1,0.0023077087520000012,0.0002719728,0.672939,70.58,32.696355228109965,3.429298572381748
Dominica,2006,0.0924,0.002301179854,0.0002697968,0.704294,70.718,32.540228145592351,3.2673568907302917
Dominica,2007,0.1,0.0027801982099999989,0.0002105292,0.749038,70.797,39.270000282497833,3.7116918100283285
Dominica,2008,0.121246436,0.002503080712,0.0002000362,0.802377,70.829,35.339772014287931,3.1195818324802431
Dominica,2009,0.1,0.002541753574,0.000233264,0.792993,70.848,35.87615139453478,3.2052660918822742
Dominica,2010,0.1,0.0026582771678000006,0.0002331684,0.798327,70.877,37.5054978032366,3.3298099247551449
Dominica,2011,0.1,0.0026930151359999994,0.0003488044,0.796542,70.912,37.976860559566774,3.3808827858418002
Dominica,2012,0.170095617,0.0025912888728427392,0.0002607384,0.788107,70.954,36.520687668668984,3.2879911900829955
Dominica,2013,0.169940463,0.0025885295105999985,0.0003568334,0.780226,71.019,36.448408321716705,3.3176663051474811
Dominica,2014,0.161291994,0.0026709990997000003,0.00029820507,0.81493,71.091,37.571550543669389,3.2775810188605163
Dominica,2015,0.171749852,0.002774301883,0.000236301883,0.793,71.175,38.978600393396555,3.4984891336696089
Dominica,2016,0.18743,0.002900879824,0.000344879824,0.813272,71.307,40.6815575469449,3.5669245025034675
Dominica,2017,0.18855,0.0027091925042654745,0.000261253041,0.757975,71.46,37.912013773656234,3.5742504756297695
Dominica,2018,0.177435879,0.0027937305690989771,0.000229220512,0.775394,71.626,39.004419751193382,3.6029819280249487
Dominica,2019,0.185983702,0.002693758912,0.000188568912,0.802973,71.808,37.513353832442071,3.3547316186222949
Honduras,1988,1.7,0.0455396858,0.017953436,17.1267,4677.02,9.7369020872264826,2.6589877676376652
Honduras,1989,2.0,0.052615058,0.0190384,17.8164,4814.7,10.928003406235073,2.9531812262858939
Honduras,1990,2.4,0.058980793,0.021490532,17.8264,4955.3,11.902567553932153,3.3086205291029036
Honduras,1991,2.7,0.058904589898029748,0.021894728,18.4434,5098.59,11.553113683985131,3.193803197785102
Honduras,1992,2.701748706,0.060788277390100127,0.02244214,19.4961,5244.68,11.590464506909884,3.1179711526972129
Honduras,1993,2.701471668,0.060622920716025451,0.023102469,20.6559,5394.42,11.238079481394747,2.9348961176238
Honduras,1994,2.70235723,0.060584342940867869,0.0185688,20.4142,5548.97,10.918124073633102,2.9677549421906257
Honduras,1995,3.002171336,0.065498889975703856,0.017076672,21.2449,5709.01,11.472898098918002,3.0830406344912831
